title,url,upload_date,view_count,channel_id,channel_name
Launch This Free UGC Ad Agent in 60 Seconds,https://www.youtube.com/watch?v=X4NjNCSiqjs,2025-11-21,224,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
GPT-5.1 is a Big Deal for Devs,https://www.youtube.com/watch?v=T4ZVPYUKFQ8,2025-11-15,13822,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Convert Any MCP Server to Code Execution (Template),https://www.youtube.com/watch?v=Fg8VHXr-WVM,2025-11-12,8090,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The end of MCP for ai agents?,https://www.youtube.com/watch?v=D4ImbDGFgIM,2025-11-07,102495,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Ship Your First Vertical AI Agent (& Make It Reusable),https://www.youtube.com/watch?v=azsAC5ZtZNE,2025-11-04,4825,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Multimodal Analytics Agent (No‑Code Deploy + Repo),https://www.youtube.com/watch?v=jwbYereWRfA,2025-10-29,5745,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Did OpenAI’s Agent Builder Just Kill My Startup?,https://www.youtube.com/watch?v=dvhZGKN8eMo,2025-10-09,4817,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Deploy an AI Agent to Production in 2 Minutes,https://www.youtube.com/watch?v=yOsm5rZrqyY,2025-09-30,1391,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
What’s The Secret Behind Claude Code? I Rebuilt it to find out…,https://www.youtube.com/watch?v=VziscdcEQuI,2025-09-18,6664,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Last Multi-Agent Framework You Will Ever Need,https://www.youtube.com/watch?v=BG9hXrMoZEU,2025-09-12,5088,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I'm Building a $10K/mo Business with Zero Employees (Vibe Entrepreneurship),https://www.youtube.com/watch?v=5oBTsbdqxaI,2025-09-04,2910,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
My AI Coding Workflow That Actually Works in Production (Template Included!),https://www.youtube.com/watch?v=3myosgzKvZ0,2025-08-28,17417,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I Tested Every New AI Model for Client Work - Here's the Winner,https://www.youtube.com/watch?v=RLoAirQpKL4,2025-08-18,1441,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Best AI Tools for Productivity,https://www.youtube.com/watch?v=e_-3QM4gYLg,2025-08-18,1500,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Top Startup Lessons and Mistakes,https://www.youtube.com/watch?v=uue6M_FMASc,2025-08-16,790,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How He Found a $2M AI Startup Idea,https://www.youtube.com/watch?v=745_p6GF42s,2025-08-14,1237,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AI Agent Observability Trends in 2025,https://www.youtube.com/watch?v=Iz39SyDGlVs,2025-08-13,1863,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I’m Automating a Business LIVE to Prove Anyone Can Do It (Part 2),https://www.youtube.com/watch?v=mLitM2C7ddo,2025-08-12,1906,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Talk to 100s Customers BEFORE Building AI Agents,https://www.youtube.com/watch?v=ShYQdf5AsVs,2025-08-12,1315,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Stop Building AI Agents Wrong (Developers' #1 Mistake),https://www.youtube.com/watch?v=nqUFRCoB8iQ,2025-08-10,1102,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Calculating AI Agent ROI: Why Performance-Based is the Future,https://www.youtube.com/watch?v=feyhoMiJBOc,2025-08-07,1511,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I’m Automating a Business LIVE to Prove Anyone Can Do It (Part 1),https://www.youtube.com/watch?v=m571zfc4oDw,2025-08-05,4880,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Real-World Observability Case Study (watch this),https://www.youtube.com/watch?v=q4tZM4q3-08,2025-08-04,545,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"Stop Building AI Agents, Build AI Systems Instead (How he made 5.7M)",https://www.youtube.com/watch?v=fbdTB3LjgGI,2025-07-30,5436,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Complete Guide to Making Money with MCPs,https://www.youtube.com/watch?v=KvZTPKAKfk8,2025-07-23,35863,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Don't Build AI Agents Until You Watch This,https://www.youtube.com/watch?v=_GJNxlpqziI,2025-07-19,1842,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The RIGHT Method for Context Engineering (+3 Advanced Techniques),https://www.youtube.com/watch?v=BkfLE6gMmM4,2025-07-16,6856,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to See What Your AI Agents Are REALLY Doing (ft. Adam Silverman),https://www.youtube.com/watch?v=-bx_aKdIthw,2025-07-11,1952,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Build Custom Deep Research Agents (Better than OpenAI),https://www.youtube.com/watch?v=dkQMchRJkBk,2025-07-08,6626,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
General vs. Niche Down AI Agents: What Should Businesses Choose?,https://www.youtube.com/watch?v=3qsXf5WIbEg,2025-06-22,807,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"The $60M Mistake: No A-Class Team, No Bold Marketing",https://www.youtube.com/watch?v=9S6R5YvTy_k,2025-06-20,862,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
10 AI Agent Myths Wasting Your Time and Money,https://www.youtube.com/watch?v=0zRyfBcyyZU,2025-06-18,1921,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Built as a Side Project. Sold After $50K MRR,https://www.youtube.com/watch?v=x43XmvNyCkM,2025-06-13,953,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Turn News Headlines into Content Gold with This AI System,https://www.youtube.com/watch?v=PAnUDWMJ3Cg,2025-06-11,4291,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Why Value-Based Pricing Wins in the Age of AI,https://www.youtube.com/watch?v=sw4EIRh9SII,2025-06-09,1251,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to adapt when AI codes better than you?,https://www.youtube.com/watch?v=lxMbE0ANmcM,2025-06-07,6251,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
This 20yo Sold an AI Startup for Millions in 7 Months…,https://www.youtube.com/watch?v=_Y1U2VZIenk,2025-06-06,2647,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Are OpenAI and Google going to replace AI Agent Developers?,https://www.youtube.com/watch?v=BnqDxThgqpw,2025-05-31,5313,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"Smarter AI, Dumber Teams",https://www.youtube.com/watch?v=-JgP1pUnOyo,2025-05-30,507,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"I Made $20k, They Made Millions",https://www.youtube.com/watch?v=4TYBqj5RNE8,2025-05-25,3729,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Make Your First $1000 Selling AI Agents,https://www.youtube.com/watch?v=oWia7d4W38A,2025-05-24,7678,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
7-Figure AI Consultant - Secrets to Reliable Agents,https://www.youtube.com/watch?v=TO2R4aKsfes,2025-05-20,19003,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
“90% of Developers Replaced in 2025” - Survival Guide,https://www.youtube.com/watch?v=2_v2T5xz9QM,2025-05-12,12860,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Easiest Way to Build AI Agents (MCPs Tutorial),https://www.youtube.com/watch?v=clG0EEp3SfA,2025-05-01,16177,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
OpenAI Changed AI Agents Forever (The Update Everyone Missed),https://www.youtube.com/watch?v=emiZkLvBzhQ,2025-04-24,11274,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Best Advice for Beginners in AI,https://www.youtube.com/watch?v=R1ZfmG06wrQ,2025-04-19,1206,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
$75M AI Agent Startup Exposed (How to compete),https://www.youtube.com/watch?v=ea6tjkyVetQ,2025-04-16,352,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
What's the BIGGEST Mistake When Selecting AI Agents,https://www.youtube.com/watch?v=lbZEO64xiBw,2025-04-14,1308,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
This Sales Call Wasn’t Human!,https://www.youtube.com/watch?v=B0by4Ryxzg8,2025-04-11,2865,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AI Agents Will Kill SaaS,https://www.youtube.com/watch?v=9pWGKbpnKvs,2025-04-10,1995,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
New Revolutionary AI Business Model,https://www.youtube.com/watch?v=mIDwMdwDon4,2025-04-10,3064,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Find Your AI Niche,https://www.youtube.com/watch?v=E_yMd80XO9A,2025-04-09,1192,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How Chase Built and Scaled Vertical AI Agents to $50k/mo (Full Demo),https://www.youtube.com/watch?v=0tValEr0gPM,2025-04-07,6339,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
My AI Agent Blueprint to Fully Automate Any Business,https://www.youtube.com/watch?v=yamHnWoOcM0,2025-03-15,22511,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
$300B+ AI Agent Opportunity in 2025 💸,https://www.youtube.com/watch?v=F58AyD6SRwc,2025-03-09,2380,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Permanently Fix Your Forgetful AI Agents (Full Guide),https://www.youtube.com/watch?v=ZcWMSVGcZio,2025-03-01,21739,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
It's not building agents that will be the hardest☝️,https://www.youtube.com/watch?v=mURQJzTuQrE,2025-02-28,1015,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
26 Key Takeaways from Building 150+ Agents in 9 months,https://www.youtube.com/watch?v=jmeGqDu4tPU,2025-02-21,158117,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
SEO Report Builder Agent,https://www.youtube.com/watch?v=grE2gkgoR5E,2025-02-14,1363,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
OpenAI’s New Agents: The End of an AI Agent Developer?,https://www.youtube.com/watch?v=izHT9w3OIEc,2025-02-13,27860,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
5 REAL AI Agents We’ve Built in the Last 6 Months,https://www.youtube.com/watch?v=EJDjGBqnNpY,2025-02-06,46868,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
This Revolutionary AI Business Model Will Make Millionaires in 2025,https://www.youtube.com/watch?v=ED4SUWgoAhw,2025-01-24,307593,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"""I Built an AI Startup Using ONLY AI Agents"" - David Ondrej",https://www.youtube.com/watch?v=qA0CQchUydY,2025-01-10,16747,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Let Cursor Agent Build Your Agents for You (Zero-Shot),https://www.youtube.com/watch?v=u6ytjXhS2D4,2024-12-04,27464,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Stop Using Rigid Frameworks: Design CUSTOM Multi-Agent Systems,https://www.youtube.com/watch?v=1Dy4jg5u6VI,2024-11-26,6829,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Faster AI Using OpenAI's NEW Predicted Outputs—Here's How,https://www.youtube.com/watch?v=OQAZAkICi0w,2024-11-11,3635,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Deploy AI Agents in Minutes: Step-by-Step Guide with Free Template,https://www.youtube.com/watch?v=53_e3lmk6Mo,2024-11-05,18312,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Introducing Agency Swarm Realtime Voice Interface,https://www.youtube.com/watch?v=cep6dscKWQo,2024-10-28,11480,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Build AI Agents in Plain English (Cursor Template),https://www.youtube.com/watch?v=Og73plUTabs,2024-10-20,27696,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Did OpenAI Copy Agency Swarm? In Depth Comparison,https://www.youtube.com/watch?v=v-OgWgImUpc,2024-10-14,7853,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Live Coding My SaaS: Building Multi Agent Communication,https://www.youtube.com/watch?v=uT3anfFhpbg,2024-10-07,3675,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
5 Lessons I Learned from Launching an AI Micro SaaS Product,https://www.youtube.com/watch?v=Pklyrr5ZtTU,2024-09-28,4995,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Why OpenAI o1 Is a Game-Changer for AI Agent Developers,https://www.youtube.com/watch?v=icMI6RYFatY,2024-09-19,9459,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
5 AI Trends You Must Be Prepared for by 2025,https://www.youtube.com/watch?v=j4prKu3MvrQ,2024-08-31,19472,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How I 10X'd My AI Agents With Structured Outputs,https://www.youtube.com/watch?v=28_bzuHj4bk,2024-08-20,9448,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Why Structured Outputs by OpenAI Change Everything,https://www.youtube.com/watch?v=8ynlsxmjfCM,2024-08-13,14698,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Building an AI Agent to Automate My Agency Live,https://www.youtube.com/watch?v=rHBM1erNqFM,2024-08-06,10357,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Use Agency Swarm for Crew AI Users,https://www.youtube.com/watch?v=WqlMnxlAj5o,2024-07-23,7213,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Mastering the Agency Swarm Framework: Advanced Features Revealed,https://www.youtube.com/watch?v=AZlPelcATHo,2024-07-17,8822,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
5 Craziest AI Agents We've Ever Built,https://www.youtube.com/watch?v=hb0j9Qn-KjM,2024-07-11,72911,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Top 12 Questions to Ask Before Deploying AI Agents in Business,https://www.youtube.com/watch?v=rgeIb0saGbY,2024-06-26,10019,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How We Created First Fully Autonomous Business With AI,https://www.youtube.com/watch?v=7jwjSiYmAMU,2024-06-14,29431,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How GPT-4o Will Forever Change The Way We Use Technology,https://www.youtube.com/watch?v=W5PLg_53RwU,2024-05-25,26170,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Agency Swarm Now Supports Open Source Models,https://www.youtube.com/watch?v=Vd-Gtfm_zjw,2024-05-08,15679,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How I’d Learn AI Agent Development in 2024 (if I had to start over),https://www.youtube.com/watch?v=4tFReIZT0tA,2024-04-25,121444,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
"Introducing Devid, AI Software Engineer You Can Actually Use",https://www.youtube.com/watch?v=BEpDRj9H3zE,2024-04-11,53843,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How To Use the NEW Streaming Feature in OpenAI Assistants API,https://www.youtube.com/watch?v=iHVP7SkpUHE,2024-03-26,14264,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Complete Guide to Building AI Agents for Beginners,https://www.youtube.com/watch?v=MOyl58VF2ak,2024-03-20,182224,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Build an AI GitHub Code Analysis Agency,https://www.youtube.com/watch?v=NKrAECt9AZo,2024-02-26,6127,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I Built an AI Web Development Agency to Do the Work for Me,https://www.youtube.com/watch?v=X3Ff2MRz0Eo,2024-02-14,47589,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Integrate Your Agent Swarms Into Custom GPTs,https://www.youtube.com/watch?v=nrfVO8bLRL4,2024-01-31,6586,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
CrewAI: Is it worth the hype?,https://www.youtube.com/watch?v=pirM3XTMbLE,2024-01-24,34344,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Agency Swarm Can Now Create Your Agent Swarms for You,https://www.youtube.com/watch?v=qXxO7SvbGs8,2024-01-17,24163,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AI Agent Cracking Captchas Like It’s Nothing,https://www.youtube.com/watch?v=qBs_50SzyBQ,2024-01-08,5720,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Agency Swarm Can Now Browse Web Like Human…,https://www.youtube.com/watch?v=Yidy_ePo7pE,2023-12-27,33277,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Add Your Custom GPT to ANY Website for FREE #customgpt,https://www.youtube.com/watch?v=VQApvnVwfEY,2023-12-20,5965,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The BEST Way to Add Your Custom GPT to Website for FREE,https://www.youtube.com/watch?v=z9Yd19iU5oo,2023-12-14,18792,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Only LLM Library for Reliable AI Agents (feat. Jason Liu),https://www.youtube.com/watch?v=b_fRz09ZP_M,2023-12-05,12741,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Replacing my Agency with an Agent Swarm…,https://www.youtube.com/watch?v=M5Pa0pLgyYU,2023-11-29,35050,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How To Add ANY Production-Ready API To Your Custom GPT,https://www.youtube.com/watch?v=voJuGHTfO_g,2023-11-18,7700,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Create Agent Swarms With the NEW OpenAI Assistants API,https://www.youtube.com/watch?v=8fMnAZI1bdA,2023-11-13,38000,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Build an AI Image Captioning App With GPT-4 Vision API in 3 Min,https://www.youtube.com/watch?v=-ETwGfjt5ow,2023-11-08,6108,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Run OpenAI Models Privately (Azure OpenAI),https://www.youtube.com/watch?v=eBti8keDm8U,2023-11-01,9280,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AI Developer vs ML Engineer: What’s the difference?,https://www.youtube.com/watch?v=yU87V2-XisA,2023-10-24,5582,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
7 GPT-4 Vision API SaaS Ideas (Start building now!!),https://www.youtube.com/watch?v=f2B4vy3-llU,2023-10-19,3649,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
You Will Loose Your Job if You Don’t Do This…,https://www.youtube.com/watch?v=sflH_eYfw8k,2023-10-10,1267,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How I Started an AI Agency: What I Wish I Knew Before,https://www.youtube.com/watch?v=gS7wUx4OnRs,2023-10-03,2722,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
What I’m Learning as an AI Developer in 2023,https://www.youtube.com/watch?v=9mG59gr4VB0,2023-09-26,3875,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Why You Should Not Learn AI in 2023,https://www.youtube.com/watch?v=ursEq_GxksI,2023-09-15,2612,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Why You Should NOT Learn AI in 2023,https://www.youtube.com/watch?v=vlatQfg2sTg,2023-09-12,1936,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Best ChatGPT Fine Tuning Use Case,https://www.youtube.com/watch?v=sTr7ZVlc2Bo,2023-09-01,3366,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Fine Tune ChatGPT on Your Gmail,https://www.youtube.com/watch?v=Ftc7BAlmNd0,2023-08-29,2271,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
A Comprehensive Guide To Gen AI Model Architectures,https://www.youtube.com/watch?v=V7Oq-EWpHlM,2023-08-22,1151,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Build Your First AI-Powered Web App,https://www.youtube.com/watch?v=3qPGThCR6Ck,2023-08-07,6668,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Run LLaMA 70B on Your LOCAL PC with Petals,https://www.youtube.com/watch?v=qJ90LixG63A,2023-07-25,10264,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Build a FREE AI Chatbot for Your Site in 3 Minutes (Flowise Tutorial),https://www.youtube.com/watch?v=vbsgW0kQjRg,2023-07-21,6304,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Best Way to Deploy AI Models (Inference Endpoints),https://www.youtube.com/watch?v=VdKdQYduGQc,2023-07-14,23297,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
GPT-4’s Biggest Secret Finally Revealed,https://www.youtube.com/watch?v=4sL-iqz1Nwk,2023-07-03,944,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AI Integration in E-commerce: A ChatGPT Case Study,https://www.youtube.com/watch?v=tGx6B4HxiJI,2023-06-28,3259,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
ChatGPT’s Function Calling: A New Era for AI Integrations,https://www.youtube.com/watch?v=TxJjKmYJPW8,2023-06-18,2563,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Tune Falcon-7B With QLoRA on a Single GPU,https://www.youtube.com/watch?v=AXG7TA7vIQ8,2023-06-13,9235,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Secret to Fine Tuning Open Source Models Like MPT-7B,https://www.youtube.com/watch?v=3de0Utr9XnI,2023-06-07,5632,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
I Switched to Google Bard for a Week - Here's What I Learned,https://www.youtube.com/watch?v=_z7pP2Y1KJk,2023-05-18,880,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Talk to Your Langchain Agent | 11 Labs + Whisper,https://www.youtube.com/watch?v=N4k459Zw2PU,2023-05-12,4711,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Build Your Own Virtual Assistant with Langchain,https://www.youtube.com/watch?v=OqXZcBnaevc,2023-05-04,4242,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
AutoGPT Is NOT The Next Big Thing - Here's What Is,https://www.youtube.com/watch?v=aAbNmqjCekg,2023-04-27,1367,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Create Your Own ChatGPT Plugin in Seconds With ChatGPT,https://www.youtube.com/watch?v=D1yqgFTKMyM,2023-04-19,2387,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Crazy Prompt Engineering Technique to Make You a Pro,https://www.youtube.com/watch?v=MZOU_eroucc,2023-04-11,5424,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
3 Advanced Prompt Engineering Techniques to Make You A Pro,https://www.youtube.com/watch?v=tKSw6XNzo5A,2023-04-06,4107,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
The Easiest Way To Add Memory To Your Chatbot (Pinecone Tutorial),https://www.youtube.com/watch?v=kCL4JuRPD6U,2023-03-31,15321,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
How to Connect ChatGPT-4 to the Internet,https://www.youtube.com/watch?v=u9k2djm1Nrw,2023-03-21,6650,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
ChatGPT API Parameters for Beginners Explained,https://www.youtube.com/watch?v=HFYTbGMtqeU,2023-03-17,2961,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
ChatGPT API: Create Your Own Chatbot in 5 Minutes!,https://www.youtube.com/watch?v=XRj0BE9JaMc,2023-03-06,2952,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
Can ChatGPT Solve the Trolley Problem?,https://www.youtube.com/watch?v=FZED_WWi3fE,2023-02-26,5815,UCSv4qL8vmoSH7GaPjuqRiCQ,Arseny Shatokhin
